;First Name;Last Name;Date;Iteration;Row Type;Iter Number;Power1;Speed1;Speed2;Electricity;Effort;Weight;Torque
454; Person; Human; end of time;51;Std.Dev.;479;460;78;755;432;243;19;224
455; Person; Human; end of time;51;Total;440;-;-;-;-;174;438;578
457; Person; Human; end of time;52;Iter;1;418;292;961;174;638;877;447
458; Person; Human; end of time;52;Iter;2;725;164;836;522;981;715;420
459; Person; Human; end of time;52;Iter;3;558;828;335;9;21;411;359
460; Person; Human; end of time;52;Iter;4;143;970;252;849;213;754;778
461; Person; Human; end of time;52;Iter;5;620;27;139;153;517;878;342
462; Person; Human; end of time;52;Iter;6;152;757;16;940;364;873;529
463; Person; Human; end of time;52;Average;742;394;652;943;313;386;8;347
464; Person; Human; end of time;52;Maximum;722;917;143;95;662;567;659;924
465; Person; Human; end of time;52;Std.Dev.;862;619;983;40;56;658;645;620
466; Person; Human; end of time;52;Total;791;-;-;-;-;954;43;953
468; Person; Human; end of time;53;Iter;1;563;197;513;345;468;469;824
469; Person; Human; end of time;53;Iter;2;917;186;370;205;89;968;371
470; Person; Human; end of time;53;Iter;3;490;759;207;448;245;529;978
471; Person; Human; end of time;53;Iter;4;937;445;264;462;342;472;905
472; Person; Human; end of time;53;Average;852;566;202;762;372;331;706;820
473; Person; Human; end of time;53;Maximum;552;302;542;208;725;746;430;668
474; Person; Human; end of time;53;Std.Dev.;759;143;345;753;653;58;419;989
475; Person; Human; end of time;53;Total;518;-;-;-;-;693;144;540
477; Person; Human; end of time;54;Iter;1;879;239;31;478;693;212;371
478; Person; Human; end of time;54;Iter;2;205;197;509;453;208;648;752
479; Person; Human; end of time;54;Iter;3;135;220;81;754;981;690;4
480; Person; Human; end of time;54;Iter;4;841;678;547;422;536;733;78
481; Person; Human; end of time;54;Average;258;440;423;684;673;844;347;784
482; Person; Human; end of time;54;Maximum;674;598;473;198;583;823;159;588
483; Person; Human; end of time;54;Std.Dev.;860;633;376;399;45;984;482;738
484; Person; Human; end of time;54;Total;666;-;-;-;-;254;835;947
486; Person; Human; end of time;55;Iter;1;861;427;48;599;959;894;450
487; Person; Human; end of time;55;Iter;2;682;900;852;947;726;886;169
488; Person; Human; end of time;55;Iter;3;671;283;372;123;691;455;633
489; Person; Human; end of time;55;Iter;4;619;885;53;583;31;117;223
490; Person; Human; end of time;55;Average;571;786;922;361;574;298;740;179
491; Person; Human; end of time;55;Maximum;68;647;236;281;400;306;846;501
492; Person; Human; end of time;55;Std.Dev.;67;237;700;493;638;825;148;230
493; Person; Human; end of time;55;Total;88;-;-;-;-;26;48;995
495; Person; Human; end of time;56;Iter;1;483;557;857;743;97;85;161
496; Person; Human; end of time;56;Iter;2;288;599;62;94;14;59;328
497; Person; Human; end of time;56;Iter;3;77;39;952;620;767;733;594
498; Person; Human; end of time;56;Iter;4;154;992;836;999;713;457;254
499; Person; Human; end of time;56;Average;113;916;813;913;375;456;86;282
500; Person; Human; end of time;56;Maximum;72;892;818;535;863;930;529;10
501; Person; Human; end of time;56;Std.Dev.;898;618;906;221;76;659;261;972
502; Person; Human; end of time;56;Total;512;-;-;-;-;343;698;726
504; Person; Human; end of time;57;Iter;1;447;846;580;397;337;361;603
505; Person; Human; end of time;57;Iter;2;280;985;310;25;528;758;839
506; Person; Human; end of time;57;Iter;3;313;266;600;504;305;932;835
507; Person; Human; end of time;57;Iter;4;111;975;942;172;408;693;98
508; Person; Human; end of time;57;Iter;5;707;390;247;93;58;325;369
509; Person; Human; end of time;57;Average;715;869;399;645;527;486;173;412
510; Person; Human; end of time;57;Maximum;886;981;744;167;155;5;248;158
511; Person; Human; end of time;57;Std.Dev.;139;773;239;155;978;332;773;802
512; Person; Human; end of time;57;Total;815;-;-;-;-;619;80;244
514; Person; Human; end of time;58;Iter;1;552;923;728;78;936;254;642
515; Person; Human; end of time;58;Iter;2;87;999;362;658;446;896;814
516; Person; Human; end of time;58;Iter;3;263;873;304;279;699;743;621
517; Person; Human; end of time;58;Average;509;437;612;676;102;672;289;585
518; Person; Human; end of time;58;Maximum;640;420;922;282;273;991;376;617
519; Person; Human; end of time;58;Std.Dev.;559;854;36;829;57;591;442;690
520; Person; Human; end of time;58;Total;528;-;-;-;-;415;75;355
522; Person; Human; end of time;59;Iter;1;709;417;514;552;364;350;354
523; Person; Human; end of time;59;Iter;2;554;995;13;678;834;195;781
524; Person; Human; end of time;59;Iter;3;204;932;68;998;793;619;15
525; Person; Human; end of time;59;Average;490;253;702;20;962;568;380;242
526; Person; Human; end of time;59;Maximum;479;237;97;423;2;664;996;27
527; Person; Human; end of time;59;Std.Dev.;603;676;147;93;668;664;33;768
528; Person; Human; end of time;59;Total;734;-;-;-;-;767;412;555
530; Person; Human; end of time;60;Iter;1;459;102;361;278;918;638;26
531; Person; Human; end of time;60;Iter;2;536;597;528;439;119;620;195
532; Person; Human; end of time;60;Iter;3;194;975;677;975;675;984;833
533; Person; Human; end of time;60;Average;142;658;260;906;782;642;843;229
534; Person; Human; end of time;60;Maximum;16;282;950;65;207;651;376;871
535; Person; Human; end of time;60;Std.Dev.;89;329;317;102;22;27;69;828
536; Person; Human; end of time;60;Total;664;-;-;-;-;115;333;751
538; Person; Human; end of time;61;Iter;1;232;665;15;206;834;413;992
539; Person; Human; end of time;61;Iter;2;671;9;1;111;195;726;974
540; Person; Human; end of time;61;Iter;3;814;521;34;895;697;657;343
541; Person; Human; end of time;61;Average;576;789;843;307;738;421;875;823
542; Person; Human; end of time;61;Maximum;616;289;92;170;665;221;663;617
543; Person; Human; end of time;61;Std.Dev.;305;9;139;616;428;443;195;42
544; Person; Human; end of time;61;Total;705;-;-;-;-;282;882;411
546; Person; Human; end of time;62;Iter;1;363;98;842;880;120;370;568
547; Person; Human; end of time;62;Iter;2;726;878;116;120;199;868;517
548; Person; Human; end of time;62;Iter;3;569;415;954;910;623;273;200
549; Person; Human; end of time;62;Iter;4;665;446;50;829;829;119;381
550; Person; Human; end of time;62;Iter;5;716;881;48;153;482;340;79
551; Person; Human; end of time;62;Average;555;206;45;240;144;956;37;528
552; Person; Human; end of time;62;Maximum;505;497;347;490;615;257;142;483
553; Person; Human; end of time;62;Std.Dev.;125;11;958;436;706;852;92;231
554; Person; Human; end of time;62;Total;787;-;-;-;-;872;600;266
556; Person; Human; end of time;63;Iter;1;583;580;654;445;534;755;296
557; Person; Human; end of time;63;Iter;2;855;668;504;985;403;75;757
558; Person; Human; end of time;63;Iter;3;818;401;804;792;423;934;694
559; Person; Human; end of time;63;Iter;4;350;314;636;251;707;453;574
560; Person; Human; end of time;63;Iter;5;199;539;858;204;114;481;478
561; Person; Human; end of time;63;Average;367;627;887;616;51;637;837;104
562; Person; Human; end of time;63;Maximum;302;685;783;511;646;464;435;726
563; Person; Human; end of time;63;Std.Dev.;178;829;171;994;359;961;654;183
564; Person; Human; end of time;63;Total;702;-;-;-;-;645;502;564
566; Person; Human; end of time;64;Iter;1;405;546;213;543;302;397;597
567; Person; Human; end of time;64;Iter;2;348;123;360;431;725;503;990
568; Person; Human; end of time;64;Iter;3;333;626;544;358;922;931;420
569; Person; Human; end of time;64;Average;18;796;360;343;101;367;970;669
570; Person; Human; end of time;64;Maximum;878;180;37;673;800;934;926;958
571; Person; Human; end of time;64;Std.Dev.;971;901;916;386;883;50;804;901
572; Person; Human; end of time;64;Total;347;-;-;-;-;760;968;259
574; Person; Human; end of time;65;Iter;1;317;751;354;782;494;316;62
575; Person; Human; end of time;65;Iter;2;621;786;275;314;526;610;419
576; Person; Human; end of time;65;Iter;3;713;627;850;106;209;702;867
577; Person; Human; end of time;65;Average;685;4;969;782;783;973;976;508
578; Person; Human; end of time;65;Maximum;214;881;551;45;149;385;758;519
579; Person; Human; end of time;65;Std.Dev.;936;252;483;254;481;770;243;157
580; Person; Human; end of time;65;Total;363;-;-;-;-;576;29;186
582; Person; Human; end of time;66;Iter;1;332;725;906;181;774;692;536
583; Person; Human; end of time;66;Iter;2;859;28;685;451;799;146;126
584; Person; Human; end of time;66;Iter;3;295;394;487;365;185;563;623
585; Person; Human; end of time;66;Average;530;833;573;517;207;566;533;174
586; Person; Human; end of time;66;Maximum;440;421;704;99;213;731;806;911
587; Person; Human; end of time;66;Std.Dev.;43;341;163;753;242;670;455;32
588; Person; Human; end of time;66;Total;60;-;-;-;-;860;747;1000
590; Person; Human; end of time;67;Iter;1;659;70;320;237;467;350;642
591; Person; Human; end of time;67;Iter;2;973;297;646;997;27;335;894
592; Person; Human; end of time;67;Iter;3;954;218;994;151;8;794;832
593; Person; Human; end of time;67;Iter;4;875;521;80;505;54;840;449
594; Person; Human; end of time;67;Iter;5;586;66;743;286;354;137;619
595; Person; Human; end of time;67;Average;710;500;757;251;367;501;890;791
596; Person; Human; end of time;67;Maximum;137;952;973;718;605;519;524;618
597; Person; Human; end of time;67;Std.Dev.;101;565;20;467;413;638;448;198
598; Person; Human; end of time;67;Total;4;-;-;-;-;998;967;479
600; Person; Human; end of time;68;Iter;1;439;619;368;230;535;6;520
601; Person; Human; end of time;68;Iter;2;645;496;25;420;196;178;779
602; Person; Human; end of time;68;Iter;3;967;848;643;693;881;760;888
603; Person; Human; end of time;68;Iter;4;380;60;705;421;782;908;110
604; Person; Human; end of time;68;Iter;5;572;979;76;118;777;425;808
605; Person; Human; end of time;68;Average;90;719;268;999;669;855;448;125
606; Person; Human; end of time;68;Maximum;59;177;676;600;741;595;212;35
607; Person; Human; end of time;68;Std.Dev.;895;924;850;710;357;544;740;624
608; Person; Human; end of time;68;Total;789;-;-;-;-;61;435;625
610; Person; Human; end of time;69;Iter;1;814;446;110;954;667;86;532
611; Person; Human; end of time;69;Iter;2;170;708;530;829;470;817;58
612; Person; Human; end of time;69;Iter;3;910;275;266;985;429;895;619
613; Person; Human; end of time;69;Average;673;839;968;575;893;780;839;861
614; Person; Human; end of time;69;Maximum;435;880;152;627;916;296;74;624
615; Person; Human; end of time;69;Std.Dev.;817;426;140;456;248;230;473;626
616; Person; Human; end of time;69;Total;842;-;-;-;-;1000;906;867
618; Person; Human; end of time;70;Iter;1;328;626;630;503;258;696;250
619; Person; Human; end of time;70;Iter;2;149;809;352;792;152;280;916
620; Person; Human; end of time;70;Iter;3;250;119;452;63;944;35;888
621; Person; Human; end of time;70;Average;440;380;111;148;704;447;75;176
622; Person; Human; end of time;70;Maximum;546;613;720;220;135;916;121;855
623; Person; Human; end of time;70;Std.Dev.;954;994;935;204;764;851;954;421
624; Person; Human; end of time;70;Total;456;-;-;-;-;498;910;757
626; Person; Human; end of time;71;Iter;1;912;656;441;803;653;289;264
627; Person; Human; end of time;71;Iter;2;169;824;605;358;676;349;915
628; Person; Human; end of time;71;Iter;3;259;384;35;371;880;552;101
629; Person; Human; end of time;71;Average;120;181;82;170;938;469;135;515
630; Person; Human; end of time;71;Maximum;136;547;65;592;345;585;629;866
631; Person; Human; end of time;71;Std.Dev.;539;655;204;19;912;740;778;984
632; Person; Human; end of time;71;Total;191;-;-;-;-;207;469;468
634; Person; Human; end of time;72;Iter;1;49;668;702;659;914;385;860
635; Person; Human; end of time;72;Iter;2;227;925;723;909;296;592;379
636; Person; Human; end of time;72;Iter;3;713;187;410;77;536;243;550
637; Person; Human; end of time;72;Iter;4;446;424;780;157;513;941;263
638; Person; Human; end of time;72;Iter;5;298;915;708;752;834;198;247
639; Person; Human; end of time;72;Iter;6;868;12;713;607;400;687;75
640; Person; Human; end of time;72;Iter;7;14;387;583;573;509;741;1
641; Person; Human; end of time;72;Average;478;308;548;813;840;511;522;955
642; Person; Human; end of time;72;Maximum;985;843;985;793;855;753;40;129
643; Person; Human; end of time;72;Std.Dev.;542;44;198;722;45;11;586;323
644; Person; Human; end of time;72;Total;784;-;-;-;-;278;672;977
646; Person; Human; end of time;73;Iter;1;171;258;47;270;700;214;813
647; Person; Human; end of time;73;Iter;2;609;506;182;133;712;576;360
648; Person; Human; end of time;73;Iter;3;522;410;561;427;471;549;190
649; Person; Human; end of time;73;Iter;4;183;636;261;364;770;875;343
650; Person; Human; end of time;73;Iter;5;228;873;98;956;561;226;692
651; Person; Human; end of time;73;Iter;6;741;765;460;159;425;913;541
652; Person; Human; end of time;73;Average;646;878;407;229;250;653;780;470
653; Person; Human; end of time;73;Maximum;144;610;514;717;732;268;381;697
654; Person; Human; end of time;73;Std.Dev.;219;887;105;493;942;208;50;405
655; Person; Human; end of time;73;Total;150;-;-;-;-;615;179;535
657; Person; Human; end of time;74;Iter;1;549;651;531;959;196;971;90
658; Person; Human; end of time;74;Iter;2;117;793;879;381;612;252;340
659; Person; Human; end of time;74;Iter;3;268;621;194;619;697;641;219
660; Person; Human; end of time;74;Iter;4;329;326;439;454;824;374;840
661; Person; Human; end of time;74;Iter;5;117;960;541;726;996;56;120
662; Person; Human; end of time;74;Iter;6;386;496;185;944;181;47;373
663; Person; Human; end of time;74;Average;676;900;741;74;265;544;771;448
664; Person; Human; end of time;74;Maximum;129;248;612;686;988;264;884;126
665; Person; Human; end of time;74;Std.Dev.;71;577;37;883;549;127;476;86
666; Person; Human; end of time;74;Total;494;-;-;-;-;455;996;838
668; Person; Human; end of time;75;Iter;1;67;590;732;116;419;437;184
669; Person; Human; end of time;75;Iter;2;546;141;925;44;836;199;822
670; Person; Human; end of time;75;Iter;3;172;579;35;571;416;430;162
671; Person; Human; end of time;75;Iter;4;608;800;513;162;839;358;476
672; Person; Human; end of time;75;Iter;5;858;552;474;306;136;348;260
673; Person; Human; end of time;75;Iter;6;654;500;246;197;614;459;72
674; Person; Human; end of time;75;Iter;7;633;705;917;964;231;73;852
675; Person; Human; end of time;75;Average;17;678;40;221;238;183;510;714
676; Person; Human; end of time;75;Maximum;603;907;730;663;667;568;349;535
677; Person; Human; end of time;75;Std.Dev.;688;221;934;261;2;511;428;194
678; Person; Human; end of time;75;Total;578;-;-;-;-;406;507;91
680; Person; Human; end of time;76;Iter;1;853;79;914;791;852;485;337
681; Person; Human; end of time;76;Iter;2;726;409;204;595;789;122;500
682; Person; Human; end of time;76;Iter;3;532;973;781;201;762;723;942
683; Person; Human; end of time;76;Iter;4;934;56;232;481;615;411;899
684; Person; Human; end of time;76;Iter;5;699;438;113;230;660;323;39
685; Person; Human; end of time;76;Iter;6;524;607;896;519;94;132;588
686; Person; Human; end of time;76;Iter;7;202;465;767;186;671;638;940
687; Person; Human; end of time;76;Average;785;867;283;598;706;90;588;781
688; Person; Human; end of time;76;Maximum;412;292;67;47;987;619;906;116
689; Person; Human; end of time;76;Std.Dev.;905;650;649;74;80;385;656;883
690; Person; Human; end of time;76;Total;644;-;-;-;-;352;313;121
692; Person; Human; end of time;77;Iter;1;180;197;685;744;16;16;566
693; Person; Human; end of time;77;Iter;2;798;605;836;920;990;776;838
694; Person; Human; end of time;77;Iter;3;439;610;501;840;447;787;64
695; Person; Human; end of time;77;Average;645;46;395;32;205;26;972;584
696; Person; Human; end of time;77;Maximum;732;894;251;202;82;207;385;431
697; Person; Human; end of time;77;Std.Dev.;903;964;705;171;770;187;576;781
698; Person; Human; end of time;77;Total;507;-;-;-;-;421;260;189
700; Person; Human; end of time;78;Iter;1;961;76;991;695;176;484;780
701; Person; Human; end of time;78;Iter;2;52;410;359;869;582;424;346
702; Person; Human; end of time;78;Iter;3;786;730;920;433;488;52;279
703; Person; Human; end of time;78;Average;832;137;134;597;512;236;657;571
704; Person; Human; end of time;78;Maximum;381;544;563;805;176;952;541;733
705; Person; Human; end of time;78;Std.Dev.;449;521;938;180;989;870;698;270
706; Person; Human; end of time;78;Total;275;-;-;-;-;519;214;172
708; Person; Human; end of time;79;Iter;1;240;110;999;151;988;285;750
